CUST_ID,BALANCE,PURCHASES,PURCHASES_TRX,ONEOFF_PURCHASES,CASH_ADVANCE,CASH_ADVANCE_TRX,CREDIT_LIMIT,PAYMENTS,PRC_FULL_PAYMENT,TENURE
C14521,1425.175936,49.89,2,49.89,59.673576,3,1500.0,348.530192,0.0,10
C14522,2019.768435,326.64,2,326.64,0.0,0,3000.0,3434.224242,0.0,12
C14523,1961.246269,0.0,0,0.0,233.246267,4,2000.0,422.017882,0.0,10
C14524,0.0,18.77,1,0.0,0.0,0,5000.0,0.0,0.0,12
C14525,1191.955492,0.0,0,0.0,275.762341,1,1500.0,266.59382,0.0,12
C14526,344.543487,2219.53,43,1432.86,0.0,0,5700.0,2073.117846,0.333333,12
C14527,1080.852036,0.0,0,0.0,48.919105,1,1200.0,343.313124,0.0,12
C14528,12.597034,99.0,1,99.0,0.0,0,1500.0,96.255421,0.0,12
C14529,5019.019126,1517.85,6,1517.85,185.169509,2,6000.0,1157.021023,0.0,11
C14530,14.281926,245.85,16,0.0,0.0,0,1500.0,209.736381,0.25,8
C14531,1381.27484,71.8,1,71.8,0.0,0,3500.0,304.742004,0.0,12
C14532,229.461086,3669.72,26,3669.72,0.0,0,13000.0,3512.263933,1.0,12
C14533,1307.177673,0.0,0,0.0,435.240217,3,3000.0,857.062706,0.0,12
C14534,4408.242337,324.3,2,324.3,3965.922581,16,7000.0,7975.31466,0.166667,12
C14535,785.429991,0.0,0,0.0,277.70324,1,1200.0,327.423796,0.0,12
C14536,1064.872909,0.0,0,0.0,3358.172644,8,10500.0,20740.15941,0.25,12
C14537,24.389998,0.0,0,0.0,1369.366015,1,3000.0,10893.77844,1.0,12
C14538,2739.711796,847.66,20,765.8,1201.188255,1,7500.0,3273.326636,0.0,12
C14539,4.908888,133.16,4,0.0,0.0,0,6500.0,210.448172,0.5,12
C14540,1471.640654,285.69,3,285.69,463.813261,4,3000.0,389.787483,0.0,12
C14541,1241.882057,94.0,1,94.0,234.639631,1,1400.0,539.459472,0.0,12
C14542,7496.171727,0.0,0,0.0,7107.137059,22,10500.0,2933.325551,0.0,12
C14543,49.074293,330.25,5,330.25,0.0,0,2500.0,509.309215,0.0,12
C14544,1494.221853,356.62,6,308.26,0.0,0,1600.0,641.34086,0.0,12
C14545,1317.547661,1987.76,36,1062.44,0.0,0,6000.0,753.735014,0.0,12
C14546,158.919439,0.0,0,0.0,787.758817,3,4400.0,554.846112,0.0,12
C14547,1908.403984,657.05,17,0.0,0.0,0,2000.0,894.424776,0.0,12
C14548,3632.344231,83.45,3,0.0,1136.000468,2,7000.0,837.430224,0.0,12
C14549,9699.252383,0.0,0,0.0,10630.32102,27,10000.0,13001.03715,0.0,12
C14550,66.066065,995.62,30,402.79,0.0,0,7500.0,767.241839,0.5,12
C14551,700.100691,7244.98,110,2457.47,0.0,0,6200.0,6151.929937,0.75,12
C14553,1215.047947,0.0,0,0.0,204.182088,2,1500.0,315.553886,0.0,12
C14554,148.180803,1200.0,12,0.0,0.0,0,8000.0,1654.263363,0.714286,12
C14555,508.598624,0.0,0,0.0,950.084436,1,11500.0,974.764661,0.0,12
C14556,480.596706,757.8,18,0.0,0.0,0,8000.0,345.385827,0.0,12
C14557,1869.125099,158.2,1,158.2,1402.159983,1,6500.0,6585.792428,0.090909,12
C14558,1654.369427,736.24,20,480.0,0.0,0,7000.0,2267.012612,0.083333,12
C14559,1537.935236,68.0,1,68.0,0.0,0,3000.0,3845.144477,0.0,12
C14560,2543.005761,1900.63,29,1900.63,0.0,0,4000.0,674.748921,0.0,12
C14561,11206.78624,1257.77,25,540.65,8295.538786,21,15000.0,20873.22194,0.090909,11
C14562,308.769481,489.24,11,0.0,1010.553199,9,1000.0,1660.010795,0.166667,12
C14563,3014.625246,0.0,0,0.0,1143.763365,2,6500.0,1023.016247,0.0,12
C14564,1360.590356,2834.03,54,1972.22,0.0,0,6000.0,1333.71178,0.0,12
C14565,62.440728,709.01,12,709.01,0.0,0,2000.0,716.721864,0.916667,12
C14566,2024.263677,56.0,1,56.0,4086.268496,10,2500.0,375.558603,0.0,8
C14567,2610.997575,328.7,4,328.7,0.0,0,8000.0,4256.385553,0.0,12
C14568,1592.354384,736.26,11,425.62,3120.093926,6,6000.0,3636.148663,0.0,12
C14569,1689.238956,261.89,7,139.19,0.0,0,1700.0,309.348573,0.0,12
C14570,203.499251,2115.76,52,530.0,0.0,0,4000.0,1953.639143,1.0,12
C14571,1791.85654,71.38,5,0.0,0.0,0,3000.0,547.424357,0.0,12
C14572,5.626795,374.4,12,0.0,0.0,0,1000.0,419.512265,0.090909,12
C14573,2305.006202,0.0,0,0.0,370.248624,2,2500.0,624.147899,0.0,12
C14574,1138.014732,1170.48,5,1170.48,920.050071,4,4500.0,1078.964657,0.083333,12
C14575,80.762254,861.9,7,150.0,0.0,0,6000.0,1426.507994,1.0,12
C14576,814.085729,0.0,0,0.0,1087.144848,2,3000.0,382.425723,0.0,12
C14577,444.630038,0.0,0,0.0,145.557904,3,500.0,172.645901,0.0,12
C14578,5402.993017,0.01,1,0.01,5942.11917,5,12000.0,1071.665067,0.0,12
C14579,1237.510447,0.0,0,0.0,2914.767437,2,3000.0,578.821763,0.0,9
C14580,289.512368,4185.94,90,898.14,0.0,0,6000.0,3836.06844,0.909091,12
C14581,404.182321,3682.11,76,2473.8,0.0,0,10000.0,3259.008834,0.833333,12
C14582,1714.896284,2000.0,1,2000.0,0.0,0,2000.0,448.300443,0.0,9
C14583,388.132417,0.0,0,0.0,689.70174,7,1050.0,1601.295316,0.083333,12
C14584,162.027905,1045.84,7,1045.84,0.0,0,1850.0,530.125935,0.125,12
C14585,1801.084627,0.0,0,0.0,3189.613873,11,10000.0,329.077571,0.0,6
C14586,4976.028578,900.87,162,0.0,0.0,0,5500.0,92.865469,0.0,12
C14587,24.831137,1909.13,12,30.0,0.0,0,2000.0,1831.935279,0.0,12
C14588,3682.667737,2214.64,34,1250.3,0.0,0,9000.0,1428.539668,0.0,12
C14589,629.946336,1832.92,14,1832.92,0.0,0,6500.0,1425.425074,0.0,12
C14590,568.060722,1799.03,14,1799.03,0.0,0,10000.0,1770.472642,0.0,12
C14591,300.395286,394.95,33,277.95,0.0,0,6000.0,339.702306,0.0,12
C14592,898.253159,165.5,5,165.5,1157.345416,1,1200.0,375.839637,0.0,7
C14593,919.799915,320.01,7,69.0,1056.477112,3,1200.0,195.595593,0.0,7
C14594,368.367166,1121.86,11,169.2,1172.195497,5,3500.0,3312.219079,0.416667,12
C14595,25.950664,231.25,14,0.0,0.0,0,4000.0,209.115604,0.090909,12
C14596,1817.618232,623.19,26,0.0,408.434019,1,2800.0,719.914581,0.0,12
C14597,24.569042,532.93,23,0.0,0.0,0,3000.0,686.935875,0.8,12
C14598,5256.69533,188.6,1,188.6,1934.418697,4,9000.0,1421.954639,0.0,12
C14599,117.706441,718.44,14,0.0,0.0,0,3000.0,885.366764,0.333333,12
C14600,2707.058356,2018.13,26,1545.23,0.0,0,7000.0,2575.541309,0.0,12
C14601,4917.162359,0.0,0,0.0,3179.132724,7,5000.0,865.821715,0.0,12
C14602,272.717108,227.44,12,227.44,0.0,0,4500.0,316.388557,0.0,12
C14603,4708.26338,0.0,0,0.0,1352.783037,2,10000.0,1325.649779,0.0,12
C14604,82.029477,1126.32,49,580.44,0.0,0,9000.0,1136.224986,0.5,12
C14606,9919.456275,740.75,13,0.0,2238.487012,2,14000.0,3281.898514,0.0,12
C14607,3258.237364,921.12,14,521.14,0.0,0,6200.0,1323.776141,0.0,12
C14608,61.115414,239.71,5,0.0,0.0,0,700.0,358.108438,0.090909,11
C14609,1002.791997,0.0,0,0.0,234.105509,3,1200.0,239.80734,0.0,12
C14610,2951.220065,0.0,0,0.0,1477.737906,16,8500.0,710.854365,0.0,12
C14611,1248.903628,518.31,29,113.31,472.118676,5,1200.0,1141.190295,0.0,12
C14612,793.167009,433.31,8,200.0,766.872458,5,1000.0,363.064207,0.0,7
C14613,2368.338673,1307.18,20,762.5,0.0,0,9000.0,2167.293003,0.0,12
C14614,7287.084204,0.0,0,0.0,6605.075695,24,7500.0,4293.062891,0.0,12
C14615,3764.89205,898.43,22,479.0,2094.091371,6,4500.0,1067.435442,0.0,12
C14616,14.775035,80.44,4,0.0,0.0,0,3000.0,137.217255,0.083333,12
C14617,306.460387,0.0,0,0.0,191.834575,1,7000.0,577.962789,0.083333,12
C14618,1499.689937,159.96,8,0.0,601.616399,10,4000.0,356.317359,0.0,12
C14619,2778.220254,0.0,0,0.0,99.790116,2,3000.0,813.686705,0.0,12
C14620,56.149055,493.32,14,149.93,0.0,0,5000.0,471.382074,0.75,12
C14621,1924.657194,0.0,0,0.0,906.645286,2,2500.0,428.488182,0.0,12
C14622,72.425884,655.68,0,0.0,0.0,0,1000.0,718.537117,0.333333,12
C14623,653.88103,0.0,0,0.0,1366.204137,7,1400.0,205.709969,0.0,12
C14624,579.243601,505.48,6,505.48,0.0,0,1950.0,188.304134,0.0,12
C14625,95.259372,43.3,1,0.0,0.0,0,7000.0,526.604881,0.0,12
C14626,551.580225,2955.91,62,952.51,0.0,0,8000.0,2456.581737,0.25,12
C14627,1181.767566,153.95,5,153.95,0.0,0,6500.0,1908.258846,0.0,12
C14628,11.834127,272.9,5,69.9,0.0,0,6000.0,313.913093,1.0,6
C14629,1138.554361,831.89,7,831.89,495.002834,2,1200.0,381.967601,0.0,12
C14630,9962.070262,7465.91,57,6075.62,0.0,0,18500.0,2403.16006,0.0,12
C14631,6416.448101,0.0,0,0.0,3580.392989,9,7500.0,1756.557983,0.0,12
C14632,2762.340044,2372.98,5,2372.98,1465.082446,1,4500.0,659.726225,0.0,12
C14633,926.458992,6200.71,49,5742.61,283.476295,1,7000.0,7932.430735,0.142857,12
C14634,7474.408678,0.0,0,0.0,10187.5226,11,10000.0,2021.908233,0.0,10
C14635,287.884126,1545.03,41,124.72,289.630816,5,6500.0,1182.107223,0.25,12
C14636,170.617046,350.0,1,350.0,0.0,0,3000.0,828.8943,0.142857,12
C14637,86.661044,709.98,12,0.0,0.0,0,1000.0,727.104508,0.166667,12
C14638,1541.743608,0.0,0,0.0,118.974129,5,1600.0,353.686721,0.0,12
C14639,7558.010921,365.26,9,188.56,4738.30754,25,8000.0,3311.192387,0.0,12
C14640,6956.37654,11500.94,308,3091.01,15133.53213,48,14000.0,20122.00545,0.166667,12
C14641,99.256215,1554.39,9,1174.39,0.0,0,6000.0,1006.702329,0.5,11
C14642,376.15858,2724.76,70,572.76,0.0,0,8500.0,2600.70524,0.0,12
C14643,380.517893,2590.27,49,2102.46,0.0,0,2500.0,1825.405687,0.090909,12
C14644,1311.952719,2092.0,15,1242.0,0.0,0,5181.818182,3476.019003,0.0,12
C14645,548.252892,208.41,1,208.41,1633.935089,6,3000.0,708.100631,0.0,12
C14646,3.691925,27.99,1,27.99,0.0,0,6500.0,187.172733,0.5,12
C14647,49.911409,178.4,12,0.0,0.0,0,2500.0,130.650758,0.0,12
C14648,18.549421,132.0,4,0.0,0.0,0,19500.0,3610.565153,0.0,12
C14649,4251.411617,0.0,0,0.0,2318.967259,1,5000.0,1428.511775,0.0,12
C14650,32.229139,145.85,7,0.0,0.0,0,1000.0,263.681773,0.125,12
C14651,1226.152097,0.0,0,0.0,275.602351,5,1200.0,797.029627,0.0,12
C14652,1238.140283,56.38,5,0.0,0.0,0,1600.0,398.98255,0.0,12
C14653,153.643158,0.0,0,0.0,254.910338,1,300.0,347.227774,0.083333,12
C14654,200.580245,354.0,1,354.0,0.0,0,1200.0,1697.98971,0.142857,12
C14655,2329.869472,1497.2,5,1301.26,0.0,0,7000.0,1453.119488,0.0,12
C14656,5090.523925,1689.09,82,0.0,1088.523871,3,6000.0,2046.509543,0.0,12
C14657,2996.761878,3644.35,23,3610.6,0.0,0,3500.0,3879.940821,0.0,12
C14658,1103.834373,0.0,0,0.0,155.414239,4,7000.0,4021.956752,0.0,12
C14659,72.679836,800.55,13,586.55,0.0,0,7000.0,1584.89763,0.666667,12
C14660,4995.229116,1580.34,26,1364.34,0.0,0,5500.0,1712.233039,0.0,12
C14661,300.427627,443.71,11,0.0,0.0,0,1000.0,372.548129,0.0,12
C14662,1521.763256,312.15,19,0.0,0.0,0,1500.0,671.70656,0.0,12
C14663,16.742181,320.0,6,0.0,0.0,0,2500.0,559.713369,0.25,12
C14664,757.964752,157.4,6,157.4,0.0,0,1200.0,1494.480376,0.0,8
C14665,8315.894044,8391.55,199,0.0,0.0,0,8500.0,6322.388249,0.0,12
C14666,476.728349,462.75,12,462.75,0.0,0,5500.0,185.002877,0.0,12
C14667,776.919827,11522.9,68,11146.28,0.0,0,4500.0,11082.51429,0.916667,12
C14668,245.336939,909.0,1,909.0,0.0,0,3000.0,340.201751,0.0,12
C14669,18.745682,872.7,11,872.7,0.0,0,2500.0,2411.060444,1.0,12
C14670,7.106669,27.98,1,27.98,0.0,0,2500.0,57.785065,0.0,9
C14672,1632.421395,993.96,22,245.59,0.0,0,6000.0,2752.623744,0.090909,11
C14673,2439.976275,499.59,11,0.0,0.0,0,2700.0,555.286351,0.0,12
C14674,1315.478789,88.08,6,0.0,154.311694,2,1500.0,453.199092,0.0,12
C14675,1454.09973,0.0,0,0.0,49.602856,1,1500.0,274.985583,0.0,12
C14676,1695.40481,1641.48,26,1377.06,1105.875503,9,7000.0,3423.435143,0.0,12
C14677,19.991586,144.0,6,0.0,0.0,0,1500.0,173.881319,0.8,8
C14678,3219.604215,4126.75,31,4126.75,0.0,0,10500.0,6061.100911,0.0,12
C14679,337.178513,3809.71,16,3809.71,0.0,0,16500.0,2837.599645,0.916667,12
C14680,217.10156,2953.03,3,2953.03,0.0,0,5000.0,3123.296573,0.125,12
C14681,2124.826298,967.61,12,397.61,581.6512,3,5000.0,1778.725826,0.0,12
C14682,313.13311,49.09,2,49.09,1306.110387,13,6500.0,1405.747523,0.166667,12
C14683,154.271153,1498.28,24,667.0,0.0,0,12000.0,1343.450205,0.583333,12
C14684,7934.946009,1792.15,16,1792.15,4169.060991,6,11500.0,2373.896899,0.0,12
C14685,4183.77248,511.12,24,278.6,1209.426365,14,4500.0,1378.838332,0.0,12
C14686,4187.550741,0.0,0,0.0,433.71918,1,4500.0,1216.465192,0.0,12
C14687,58.565355,386.0,4,0.0,0.0,0,1000.0,425.996964,1.0,6
C14688,8363.401152,1076.01,7,1076.01,3134.26615,29,9500.0,1828.936956,0.0,12
C14689,45.171225,160.0,1,160.0,0.0,0,500.0,197.019336,0.0,12
C14690,440.676765,0.0,0,0.0,1125.542162,6,1200.0,171.743821,0.0,6
C14691,7867.660015,507.0,4,507.0,8980.648498,43,8500.0,6802.892319,0.0,12
C14692,731.222335,0.0,0,0.0,2828.975383,8,1500.0,3208.182454,0.090909,12
C14693,39.523885,592.88,9,451.18,0.0,0,12000.0,1111.148943,0.833333,12
C14694,1996.785925,212.64,1,212.64,272.115509,6,2000.0,1121.381513,0.0,12
C14695,3114.988266,453.12,7,453.12,2115.036647,12,5000.0,1160.859524,0.0,12
C14696,2341.401664,0.0,0,0.0,1818.306309,5,3000.0,668.918811,0.0,12
C14697,2819.630553,0.0,0,0.0,230.543537,7,3000.0,810.389383,0.0,12
C14698,147.085066,1381.14,11,1027.14,0.0,0,2500.0,1457.406626,1.0,12
C14699,152.459665,1248.09,21,829.45,0.0,0,5000.0,1316.455236,0.166667,12
C14700,1998.15597,348.0,1,348.0,1940.357907,1,9000.0,2893.195013,0.0,12
C14701,290.246277,2617.61,52,1342.69,0.0,0,2500.0,2948.963493,0.916667,12
C14702,2074.364799,1500.0,15,1500.0,0.0,0,2200.0,2200.280484,0.0,12
C14703,1773.323689,1423.71,17,1423.71,0.0,0,5000.0,1410.310559,0.0,12
C14704,12.540151,201.0,4,104.5,0.0,0,2500.0,479.948299,1.0,12
C14705,5796.622219,423.38,9,223.38,6739.693779,18,8000.0,813.94163,0.0,8
C14706,3261.241461,0.0,0,0.0,154.67204,1,6500.0,800.677168,0.0,12
C14707,4228.71103,923.99,30,0.0,3932.272703,7,8500.0,8805.280436,0.25,12
C14708,8033.907466,159.0,1,159.0,3983.763805,24,9000.0,1620.868564,0.0,12
C14709,11.902047,0.0,0,0.0,482.992567,1,3000.0,727.929858,0.142857,12
C14710,7789.190958,1307.39,66,84.45,1836.893684,3,8500.0,2072.817061,0.0,12
C14711,8465.740449,1345.81,33,226.0,3429.450339,25,9500.0,2069.156797,0.0,12
C14712,151.194794,2634.7,42,2411.53,0.0,0,7500.0,2295.964836,0.5,11
C14713,3212.963003,0.0,0,0.0,185.532602,2,3500.0,766.728773,0.0,12
C14714,149.59894,2009.64,23,206.0,0.0,0,16500.0,1886.871621,0.636364,12
C14715,39.718404,525.17,4,525.17,0.0,0,8500.0,515.996856,0.0,12
C14716,99.523071,955.87,9,955.87,0.0,0,13500.0,1201.853087,0.666667,12
C14717,1837.047378,0.0,0,0.0,73.157833,1,2000.0,412.848153,0.0,12
C14718,28.90195,169.24,1,169.24,0.0,0,1200.0,166.658504,0.0,12
C14719,133.68751,1139.2,15,0.0,0.0,0,3000.0,957.152839,0.833333,8
C14720,1922.943603,110.8,2,110.8,0.0,0,3000.0,551.431723,0.0,12
C14721,653.931902,0.0,0,0.0,1561.104542,9,1200.0,1535.018327,0.1,12
C14722,25.178303,283.15,7,0.0,0.0,0,5000.0,206.688202,0.454545,12
C14723,3049.215189,390.0,1,390.0,5876.866242,9,3200.0,6537.913767,0.0,12
C14724,8073.983031,2153.11,48,1326.0,3037.443167,28,9500.0,3032.171255,0.0,12
C14725,1731.459785,288.47,5,0.0,37.454878,2,1700.0,673.92358,0.0,12
C14726,173.720757,345.29,2,345.29,887.279827,10,1200.0,0.0,0.0,12
C14727,1150.724569,797.27,12,482.31,180.115216,1,6000.0,1177.010626,0.0,12
C14728,5376.083101,0.0,0,0.0,2293.529361,8,5500.0,3202.100651,0.0,12
C14729,992.615052,162.28,6,0.0,0.0,0,1000.0,333.663574,0.0,12
C14730,1360.029064,75.87,1,75.87,1482.699821,10,1500.0,328.843583,0.0,12
C14731,167.244974,0.0,0,0.0,1275.337159,3,3000.0,7094.254317,0.25,12
C14732,24.382156,366.6,12,0.0,0.0,0,2000.0,335.625679,1.0,12
C14733,1001.129965,0.0,0,0.0,457.757366,1,1200.0,462.290269,0.0,12
C14734,108.766657,750.19,7,750.19,0.0,0,2500.0,498.643829,0.0,7
C14735,3106.853852,0.0,0,0.0,3043.478003,11,6000.0,702.156272,0.0,12
C14736,787.341687,2732.66,30,2548.47,0.0,0,16500.0,2548.494077,0.166667,12
C14737,1075.768647,200.0,1,200.0,0.0,0,1200.0,550.95426,0.0,12
C14738,2270.22733,0.0,0,0.0,159.189426,1,2400.0,495.667079,0.0,12
C14739,38.994955,431.52,12,431.52,0.0,0,7000.0,417.892105,1.0,12
C14740,1154.381343,2421.85,69,468.65,0.0,0,9000.0,1421.087219,0.0,12
C14741,126.098257,387.66,24,387.66,0.0,0,1200.0,211.00385,0.0,10
C14742,61.657184,338.4,12,0.0,0.0,0,1000.0,384.287358,0.1,12
C14743,6371.35328,0.0,0,0.0,3546.56566,11,7000.0,1914.79158,0.0,12
C14744,6057.280526,2235.12,103,1102.4,0.0,0,10500.0,1489.016246,0.0,12
C14745,7005.310696,0.0,0,0.0,4273.427073,11,10500.0,1623.620841,0.0,12
C14746,4.598902,51.16,2,0.0,0.0,0,3000.0,160.554337,1.0,12
C14747,59.264067,203.08,8,0.0,956.776745,2,2000.0,1309.186831,0.272727,12
C14748,953.772248,747.62,2,747.62,1411.613588,6,2500.0,306.649908,0.0,12
C14749,22.187914,0.0,0,0.0,147.48527,1,3000.0,182.533898,0.083333,12
C14750,2118.77868,62.46,6,0.0,1361.312559,4,4000.0,1080.520104,0.0,12
C14751,21.345298,1019.0,10,119.0,0.0,0,4500.0,1274.379409,1.0,12
C14752,4817.148022,0.0,0,0.0,7625.978921,16,8000.0,3810.594316,0.0,12
C14753,452.951976,3649.83,10,3649.83,0.0,0,7500.0,209.217046,0.0,12
C14754,41.25567,297.4,5,297.4,0.0,0,6000.0,595.460601,0.333333,12
C14755,0.0,19.25,1,0.0,0.0,0,4000.0,0.0,0.0,12
C14756,107.600851,1461.15,33,1034.03,0.0,0,7500.0,1334.893122,0.833333,12
C14757,9.431309,80.44,5,0.0,0.0,0,2500.0,104.97817,0.5,12
C14758,4768.062736,374.81,4,333.2,9917.639168,18,7000.0,5283.297064,0.0,12
C14759,244.653051,1181.03,15,607.4,0.0,0,4500.0,1047.448996,0.5,12
C14760,268.966315,784.0,12,659.0,0.0,0,10500.0,514.650308,0.166667,12
C14761,1411.914825,0.0,0,0.0,127.321884,2,1500.0,259.780798,0.0,11
C14762,183.992665,1402.4,19,1140.5,0.0,0,7200.0,1262.938606,0.142857,12
C14763,19.491307,0.0,0,0.0,1161.514855,3,1200.0,3338.597271,0.5,12
C14764,3153.251957,3398.12,24,95.84,5608.804955,4,3000.0,9000.706634,0.166667,12
C14765,534.168335,3916.8,60,2170.37,107.838419,1,3000.0,3291.567762,0.571429,11
C14766,6313.362606,0.0,0,0.0,9687.179224,11,10000.0,6291.189848,0.090909,11
C14767,531.269205,33.4,12,0.0,0.0,0,3700.0,2508.700414,0.0,12
C14768,3699.694691,0.0,0,0.0,1182.596884,13,4000.0,769.962086,0.0,12
C14769,451.23106,1293.7,40,725.6,0.0,0,1200.0,894.932094,0.0,12
C14770,591.103032,626.69,2,626.69,0.0,0,2500.0,786.571498,0.0,12
C14771,253.640197,2607.88,43,1142.96,73.579253,1,4000.0,1954.784637,0.583333,12
C14772,4222.928545,0.0,0,0.0,4745.047686,6,8000.0,1383.938805,0.0,12
C14773,884.230978,0.0,0,0.0,611.76416,2,1200.0,883.943797,0.0,12
C14774,237.344299,1266.03,46,170.0,0.0,0,1800.0,729.118157,0.5,12
C14775,19.949534,0.0,0,0.0,326.731167,5,2500.0,0.0,0.0,9
C14776,398.726283,393.49,12,393.49,787.215403,8,600.0,795.860389,0.0,12
C14777,6991.964344,1384.92,9,0.0,18.807602,1,13000.0,2814.59508,0.0,12
C14778,38.792757,1115.92,79,0.0,54.562891,2,3500.0,1506.34522,0.272727,12
C14779,200.988312,0.0,0,0.0,1864.566564,5,2500.0,9724.871142,1.0,12
C14780,2173.970603,0.0,0,0.0,1192.786167,4,2400.0,445.866028,0.0,12
C14781,158.878732,738.65,16,0.0,109.368455,1,7500.0,899.2372,0.166667,12
C14783,1464.636143,0.0,0,0.0,2773.394382,8,1500.0,1751.449835,0.090909,12
C14784,190.962339,2161.22,24,2161.22,0.0,0,5000.0,1663.048553,0.222222,12
C14785,6983.408463,0.0,0,0.0,3354.686368,11,7700.0,1116.896212,0.0,12
C14786,58.83251,551.93,27,0.0,0.0,0,2500.0,437.19547,0.75,12
C14787,3046.937141,0.0,0,0.0,4021.457424,8,5000.0,809.451322,0.0,12
C14788,1396.279238,3380.44,27,1449.92,0.0,0,3500.0,5451.794841,0.083333,12
C14789,975.252077,1146.74,8,796.74,0.0,0,1000.0,1273.063087,0.0,7
C14790,1622.84216,248.74,4,0.0,1814.147021,3,2500.0,1082.286757,0.0,12
C14791,3899.763741,0.0,0,0.0,925.72976,1,6500.0,877.767833,0.0,12
C14792,2719.639153,715.81,7,715.81,0.0,0,10000.0,694.102974,0.0,12
C14793,347.226798,1535.49,24,1203.69,0.0,0,1000.0,778.913464,0.25,10
C14794,8.172299,114.0,6,0.0,0.0,0,2700.0,123.400772,0.545455,12
C14795,8248.178009,1788.84,12,0.0,90.031207,1,18000.0,40627.59524,0.166667,12
C14796,289.353197,461.68,7,201.0,0.0,0,4500.0,282.328051,0.0,12
C14797,38.91624,358.49,11,0.0,188.234434,1,2500.0,479.607061,0.3,12
C14798,810.739995,86.9,1,86.9,0.0,0,7500.0,253.775702,0.0,12
C14799,438.337653,1867.9,24,1424.87,128.429272,3,6500.0,2080.403638,0.083333,12
C14800,101.083401,553.36,9,140.0,1719.767683,2,3000.0,2515.38256,0.0,12
C14802,1300.793883,1282.2,12,0.0,0.0,0,1200.0,1407.623536,0.0,12
C14803,1418.838078,0.0,0,0.0,272.782072,7,1500.0,619.975821,0.0,12
C14804,2042.585017,498.96,9,0.0,2364.540395,5,2500.0,414.718951,0.0,7
C14805,218.948323,1858.33,14,1380.0,0.0,0,4500.0,1934.821016,0.5,12
C14806,115.467669,354.0,2,354.0,0.0,0,16500.0,4555.965464,0.0,12
C14807,199.462047,1296.2,14,745.82,0.0,0,1800.0,18.125527,0.0,12
C14808,143.737177,1456.0,17,361.0,0.0,0,2500.0,1416.600792,0.818182,12
C14809,45.45702,175.0,2,175.0,0.0,0,1200.0,212.558928,0.0,12
C14810,1089.795044,0.0,1,0.0,38.249993,1,1200.0,284.731156,0.0,12
C14811,19.946102,450.0,10,0.0,0.0,0,1000.0,386.571651,1.0,10
C14812,626.213492,0.0,0,0.0,3393.427055,11,1200.0,3566.140224,0.25,12
C14813,1849.017387,0.0,0,0.0,838.008227,2,2500.0,433.218956,0.0,12
C14814,2992.591246,0.0,0,0.0,759.456509,9,3500.0,817.050377,0.0,12
C14815,2021.514867,1582.84,8,1554.89,0.0,0,2500.0,565.380786,0.0,12
C14816,2122.066396,0.0,0,0.0,1048.972729,9,3000.0,548.182704,0.0,12
C14817,4.417273,27.42,1,0.0,0.0,0,1800.0,228.417814,1.0,12
C14818,825.347767,0.0,0,0.0,105.877591,1,1200.0,426.206835,0.0,12
C14819,87.462633,0.0,0,0.0,1251.696029,1,2000.0,2678.249487,0.333333,12
C14820,1223.909602,607.0,13,607.0,0.0,0,1200.0,466.149713,0.0,12
C14821,83.930127,1027.64,15,1027.64,0.0,0,6000.0,1007.971531,0.5,12
C14822,1241.025652,0.0,0,0.0,180.783929,1,1800.0,842.814061,0.0,12
C14823,268.797746,70.0,6,0.0,0.0,0,1000.0,105.954038,0.0,12
C14824,451.404363,2196.0,14,2154.34,0.0,0,1800.0,2142.056177,0.166667,12
C14825,3.248979,91.26,2,0.0,0.0,0,3500.0,0.0,0.0,12
C14826,160.873814,480.0,8,480.0,0.0,0,1500.0,38.770699,0.0,6
C14827,982.566805,282.39,7,0.0,0.0,0,1000.0,722.645708,0.0,12
C14828,4070.500764,710.8,16,140.0,4620.069456,11,4900.0,364.205524,0.0,6
C14829,1048.892643,0.0,0,0.0,115.766104,4,1100.0,218.648513,0.0,12
C14830,507.076999,0.0,0,0.0,1391.140391,2,1500.0,2104.053736,0.25,7
C14831,158.634812,1765.38,24,84.8,0.0,0,9500.0,1661.464986,0.666667,12
C14832,976.370187,0.0,0,0.0,1622.255801,4,1600.0,3056.718074,0.166667,12
C14833,5.336222,57.0,3,0.0,0.0,0,5000.0,164.041195,1.0,12
C14834,3363.288511,1123.42,30,865.78,1992.271699,2,4500.0,4772.462052,0.0,12
C14835,1475.396878,5055.77,69,2931.91,0.0,0,1900.0,4826.844372,0.0,12
C14836,15155.53286,717.24,24,717.24,4718.274895,7,18000.0,4002.194556,0.0,12
C14837,782.392041,8168.9,59,3000.97,0.0,0,16500.0,7455.296139,0.916667,12
C14838,3157.715309,548.79,48,548.79,3075.115015,5,3500.0,3817.151157,0.083333,12
C14839,872.07108,853.0,6,0.0,999.04114,3,4000.0,784.917897,0.0,12
C14841,1904.495561,4044.14,66,2961.8,0.0,0,6700.0,6312.820074,0.0,12
C14842,1186.287841,115.5,3,115.5,0.0,0,1200.0,446.088328,0.0,12
C14843,3838.312836,0.0,0,0.0,1256.712548,11,9500.0,1419.130675,0.0,12
C14844,5975.063353,345.3,2,345.3,3599.222154,18,6500.0,2010.926039,0.0,12
C14845,2005.438728,956.05,16,818.73,0.0,0,2500.0,915.734963,0.0,12
C14846,6749.994904,0.0,0,0.0,4561.826799,10,11500.0,4930.710131,0.0,12
